Date dd/mm/yyyy,Startup Name,Industry Vertical,Location,Investors Name,InvestmentnType,Amount in USD
12/06/2017,Loanmeet,Consumer Internet,Bengaluru,"Cao Yibin, Huang Wei, Madhusudan E,",Seed Funding,0.0
12/06/2017,LendingKart,Consumer Internet,Ahmedabad,Yes Bank,Debt Funding,15.86963429165982
12/06/2017,Boxx.ai,Technology,Bengaluru,"Unicorn India Ventures, Venky Krishnakumar, Suresh Shankar, Vivek Bhargava",Private Equity,13.122363377404328
12/06/2017,PeeSafe.in,Healthcare,New Delhi,"Venture Catalysts, Alfa Capital, Green Shots Capital, Real Time Ventures",Private Equity,13.815510557964274
12/06/2017,Vista Rooms,Consumer Internet,Mumbai,"Artha India Ventures, Singularity Holdings, Rajan Anandan, Girish Mathrubootham",Seed Funding,13.561907799165356
12/06/2017,CoverFox,Consumer Internet,Mumbai,Transamerica,Private Equity,16.523560759066484
13/06/2017,HyperTrack,Technology,New Delhi,"Nexus Venture Partners, Founders Fund",Private Equity,0.0
13/06/2017,Goodera,Technology,Bengaluru,"Nexus Venture Partners, Omidyar Network",Private Equity,15.520258650202699
13/06/2017,Digit,Technology,Bengaluru,Fairfax Holdings,Private Equity,0.0
14/06/2017,Ola,Consumer Internet,Bengaluru,Tekne Capital Management LLC,Private Equity,17.72753356339242
14/06/2017,Vanitycask,Consumer Internet,Mumbai,RB Investments,Seed Funding,0.0
14/06/2017,MrNeeds,Consumer Internet,Noida,undisclosed investors,Seed Funding,13.122363377404328
15/06/2017,MoneyTap,Consumer Internet,Bengaluru,"Sequoia India, NEA, Prime Venture Partners",Private Equity,16.325109820342647
16/06/2017,Goodbox,eCommerce,Bengaluru,"Nexus Venture Partners, Mekin Maheshwari",Private Equity,13.815510557964274
16/06/2017,Fincash,Consumer Internet,Mumbai,"Mohammed Khan, Sameer Narayan & Others",Seed Funding,11.512925464970229
16/06/2017,PortDesk,Technology,Noida,Alphard Maritime Group,Seed Funding,14.508657738524219
16/06/2017,EdgeFx,eCommerce,Hyderabad,"Cross Border Angels & Experts, Rajasthan Angel Innovators Network, The Chennai Angels",Seed Funding,0.0
16/06/2017,EazyDiner,Consumer Internet,Gurgaon,YouWeCan Ventures,Seed Funding,0.0
16/06/2017,HealthIntel,Healthcare,New Delhi,BLIP Initiatives,Seed Funding,0.0
19/06/2017,Unbxd,Technology,Bengaluru,Eight Roads Ventures,Private Equity,16.34123920227253
19/06/2017,DarwinBox,Technology,Hyderabad,"Lightspeed India Partners, Endiya Partners, 3one4 Capital Advisors LLP, Startupxseed Ventures LLP",Private Equity,15.201804919084164
20/06/2017,ForeverShop,Consumer Internet,Bengaluru,91maker.com,Seed Funding,12.611537753638338
20/06/2017,Insider.in,Consumer Internet,Mumbai,Paytm,Private Equity,15.464169183551656
21/06/2017,Fynd,eCommerce,Mumbai,"IIFL Seed Ventures, Kae Capital, FJ Labs, Singularity Ventures, GrowX, Tracxn Labs, Axis Capital",Private Equity,14.690979295318174
21/06/2017,Grow Fit,Consumer Internet,Bengaluru,"Manipal Education and Medical Group (MEMG), SAR Group, The Grover Trust",Private Equity,15.319587954740548
21/06/2017,Fabulyst,Technology,Hyderabad,iBhubs,Seed Funding,12.2783933071098
21/06/2017,mSwipe,Technology,Mumbai,"UC-RNT Fund, Matrix Partners, alcon Edge Capital, DSG Consumer Partners",Private Equity,17.24949776244942
21/06/2017,OneAssist,Consumer Internet,Mumbai,Sequoia Capital,Private Equity,0.0
22/06/2017,Julia Computing,Technology,Bengaluru,"General Catalyst, Founder Collective",Private Equity,15.341566861459324
22/06/2017,Kissht,Consumer Internet,Mumbai,"Endiya Partners, Ventureast",Private Equity,14.508657738524219
22/06/2017,Explore Life traveling,Consumer Internet,Bengaluru,"Mekin Maheshwari, Bharat Vijay, Krish Seshadri, Amar Arsikere",Seed Funding,13.122363377404328
23/06/2017,Loantap,Consumer Internet,Mumbai,"Kae Capital, India Quotient, IFMR, and MAS Financial Services Ltd",Private Equity,15.201804919084164
23/06/2017,Voxweb,Consumer Internet,Mumbai,Undisclosed investors,Seed Funding,13.815510557964274
26/06/2017,HUG Innovations,Technology,Hyderabad,"Mohit Srivastav, Kishore Ganji, Venkat Vallabhaneni, Rajeev Menon",Private Equity,15.424948470398375
26/06/2017,Flipkart,eCommerce,Bengaluru,Naspers,Private Equity,18.078190435005588
26/06/2017,V Resorts,Consumer Internet,Noida,"Seedfund, RB International",Private Equity,15.201804919084164
27/06/2017,Stashfin,Consumer Internet,New Delhi,"Snow Leopard Ventures, Alto Partners",Private Equity,15.424948470398375
27/06/2017,Formcept,Consumer Internet,Bengaluru,Gujarat Venture Finance Ltd,Private Equity,0.0
27/06/2017,Spares Hub,eCommerce,Pune,"The Chennai Angels, Anthill Scale Ventures, Esvee Technologies Inc, Inc95 Consulting",Seed Funding,12.647548191161372
28/06/2017,FiTraQ,Consumer Internet,New Delhi,"Aparup Sengupta, Devendra Reddy,",Seed Funding,0.0
28/06/2017,Rubique,Consumer Internet,Mumbai,"Kalaari Capital, Udayan Goyal",Private Equity,14.914122846632385
28/06/2017,Niki.ai,Consumer Internet,Bengaluru,"SAP.iO, Unilazer Ventures",Private Equity,14.508657738524219
29/06/2017,Fitpass,Consumer Internet,New Delhi,"Abhinav Bindra, Gaurav Marya",Private Equity,13.815510557964274
29/06/2017,ZingHR,Technology,Mumbai,Zeta,Private Equity,0.0
30/06/2017,Tagos Design,Technology,Bengaluru,Undisclosed Investors,Private Equity,15.424948470398375
30/06/2017,UrbanClap,Consumer Internet,Gurgaon,"Vy Capital, SAIF Partners, Accel Partner, Bessemer Venture Partners",Private Equity,16.860032995687696
01/05/2017,Ace2three,Consumer Internet,Hyderabad,Clairvest Group,Private Equity,18.115513357159564
01/05/2017,Power2SME,eCommerce,Gurgaon,International Finance Corporation,Private Equity,16.11809565095832
02/05/2017,Innovapptive,Technology,Hyderabad,Hyderabad Angels,Seed Funding,14.22097566607244
02/05/2017,4tigo,Logistics,Bengaluru,"Accel Partners, Nandan Nilekani,",Private Equity,16.11809565095832
02/05/2017,SMECorner,Consumer Internet,Mumbai,Dutch government fund,Private Equity,0.0
02/05/2017,ZippServe,Consumer Internet,Bengaluru,undisclosed investors,Seed Funding,12.873902018105829
03/05/2017,Ola,Consumer Internet,Bengaluru,"Falcon Edge Capital,\\xc2\\xa0 Capital Advisers",Private Equity,18.46469762936914
03/05/2017,Sumeru,Technology,Bengaluru,undisclosed investors,Seed Funding,13.815510557964274
04/05/2017,Healthians,Consumer Internet,New Delhi,"Asuka Holdings, YouWeCan Ventures, Beenext, Beenos, M&S Partners",Private Equity,0.0
05/05/2017,HealthMir,Consumer Internet,New Delhi,Nimit Panigrahi,Seed Funding,0.0
05/05/2017,Uactive,Consumer Internet,Mumbai,Hinduja family,Seed Funding,0.0
05/05/2017,i-lend,Consumer Internet,Hyderabad,50K Ventures,Seed Funding,0.0
05/05/2017,Good Methods Global,Technology,Multiple Cities,Accel Partners,Private Equity,0.0
05/05/2017,Balance App,Consumer Internet,Bengaluru,Rainmatter,Seed Funding,12.358793732547838
08/05/2017,YepMe,eCommerce,Gurgaon,"Rainbow Digital Services Pvt. Ltd, ILearnFinance Academy Pvt. Ltd.",Private Equity,13.458835614025542
08/05/2017,Nightstay,Consumer Internet,New Delhi,"Indian Angels Network, LetsVenture",Seed Funding,0.0
08/05/2017,Devourin,Technology,Pune,Deepak Nathani,Seed Funding,0.0
08/05/2017,MyGreens,Food & Beverage,New Delhi,"Ajay Relan, LetsVenture",Seed Funding,13.815510557964274
08/05/2017,Ace Turtle,Technology,Bengaluru,"Vertex Ventures, C31 Ventures",Private Equity,15.424948470398375
08/05/2017,CureFit,Technology,Bengaluru,"Trifecta Capital Advisors LLP, Prathithi Investment Trust, RNT Capital, Gokul Rajaram, Aditya Agarwal, Ruchi Sanghvi & others",Private Equity,14.978661367769956
09/05/2017,Curie Labs,Technology,New Delhi,Satoshi Studios,Seed Funding,10.819778284410283
09/05/2017,Uncanny Vision,Technology,Bengaluru,Anand Chandrasekaran,Seed Funding,0.0
09/05/2017,Anchanto,Technology,Pune,Luxasia Group,Private Equity,0.0
09/05/2017,Sequretek,Technology,Mumbai,"GVFL, Unicorn India Ventures",Private Equity,0.0
10/05/2017,Lucideus,Technology,New Delhi,"Vellayan Subbiah, Jonathan Boutelle, Rajan Anandan,\\xc2\\xa0 Rahul Chawla, Salil Donde, Amit Ranjan, Govind Rajan & Others",Seed Funding,0.0
10/05/2017,Vidooly,Consumer Internet,Noida,"Times Internet, GVFL",Private Equity,14.151982794585487
10/05/2017,Shopclues,eCommerce,Gurgaon,InnoVen Capital,Private Equity,15.856730886823913
10/05/2017,Fourth Ambit,Consumer Internet,Bengaluru,1Crowd,Seed Funding,13.304684934198283
10/05/2017,Chymera VR,Technology,Bengaluru,"Varsha Rao, Surojit Chatterjee, Nirav Choksi & Others",Seed Funding,0.0
11/05/2017,Early Salary,Consumer Internet,Pune,"DG Ventures India, Dewan Housing Finance Corp",Private Equity,15.201804919084164
11/05/2017,Book My Diamond,eCommerce,Mumbai,Chirag Nikunj Sheth & Others,Seed Funding,0.0
11/05/2017,ION Energy,Technology,Mumbai,"Aakrit Vaish, Swapan Rajdev, Sushill Jiwarajka",Seed Funding,0.0
12/05/2017,Legal Raasta,Consumer Internet,New Delhi,Impanix Capital,Private Equity,15.424948470398375
12/05/2017,Log 9 Materials,Technology,Bengaluru,GEMs,Seed Funding,0.0
12/05/2017,Remit Guru,Consumer Internet,Mumbai,"Infibeam, CCavenue",Private Equity,13.051940913107783
12/05/2017,Aequm,eCommerce,Bengaluru,undisclosed investors,Seed Funding,13.815510557964274
15/05/2017,Zapty,Technology,Bengaluru,IdeaSpring Capital,Seed Funding,13.122363377404328
15/05/2017,Vernacular.ai,Technology,Bengaluru,Kstart Capital,Seed Funding,0.0
16/05/2017,Niki.ai,Technology,Bengaluru,SAP,Private Equity,0.0
16/05/2017,Telr,Technology,Mumbai,Innovations East,Private Equity,14.914122846632385
16/05/2017,Fynd,eCommerce,Mumbai,Rocketship,Private Equity,13.122363377404328
17/05/2017,Genie,Consumer Internet,Chennai,undisclosed investors,Seed Funding,12.429216196844383
17/05/2017,Paysense,Consumer Internet,Mumbai,Jungle Ventures,Private Equity,15.483217378522351
18/05/2017,The Good Life,ECommerce,Mumbai,"Ayesha Takia Azmi, Abu Farhan Azmi",Seed Funding,13.815510557964274
18/05/2017,PumpKart,eCommerce,Multiple Cities,Dr. Ritesh Malik,Seed Funding,0.0
18/05/2017,Paytm,ECommerce,Bengaluru,SoftBank Group,Private Equity,21.059738073567623
19/05/2017,EzCred,Consumer Internet,Bengaluru,"Dheeraj Pandey, Rajesh Yohannan, Akash Garg",Seed Funding,13.815510557964274
19/05/2017,HealthSutra,Food & Beverage,Hyderabad,"Ankur Capital, Hyderabad Angels",Seed Funding,0.0
20/05/2017,YepMe,eCommerce,New Delhi,Gokaldas Exports Ltd,Private Equity,0.0
22/05/2017,Delhivery,Logistics,New Delhi,Fosun International,Private Equity,17.216707939626428
22/05/2017,ZipGrid,Consumer Internet,Mumbai,"JLL, 1Crowd",Seed Funding,13.122363377404328
23/05/2017,TravelSpice,ECommerce,Hyderabad,Eagle10 Ventures,Seed Funding,0.0
23/05/2017,Magicpin,Consumer Internet,Gurgaon,"Lightspeed Venture Partners, Vy Capital,",Private Equity,15.702580206996654
23/05/2017,The Print,Consumer Internet,New Delhi,"Ratan Tata, Nandan Nilekani, Uday Kotak, Vijay Shekhar Sharma, Kiran Mazumdar-Shaw, Rajiv C Mody",Seed Funding,0.0
23/05/2017,Box8,Consumer Internet,Mumbai,Trifecta Capital,Private Equity,13.815510557964274
24/05/2017,GenNext Students,Consumer Internet,Mumbai,Undisclosed Investors,Seed Funding,13.270783382522602
25/05/2017,Aye Finance,Finance,Gurgaon,Blue Orchard,Private Equity,15.89495209964411
26/05/2017,WhatsLoan,Consumer Internet,Bengaluru,Lahiri Music\\xe2\\x80\\x99s family office,Seed Funding,0.0
29/05/2017,Cube Consumer Services,Consumer Internet,Mumbai,Unknown,Seed Funding,0.0
29/05/2017,Nivesh,Consumer Internet,Noida,"PV Sahad, Sandeep Shroff, Rahul Gupta",Seed Funding,0.0
29/05/2017,Wowflux,Technology,New Delhi,Undisclosed Investors,Seed Funding,0.0
29/05/2017,Collateral Medical,eCommerce,Mumbai,Carpediem Capital,Private Equity,15.068273526459642
30/05/2017,Loadshare,Logistics,Bengaluru,Matrix Partners,Seed Funding,0.0
30/05/2017,SimpliLend,Consumer Internet,New Delhi,Undisclosed Investors,Seed Funding,0.0
30/05/2017,Supr Daily,Consumer Internet,Mumbai,"Soma Capital, Great Oaks Ventures, 122 West Ventures",Private Equity,14.22097566607244
30/05/2017,Swiggy,Consumer Internet,Bengaluru,"Nasper, Accel India, SAIF Partners, Bessemer Venture Partners, Harmony Partners, Norwest Venture Partners",Private Equity,18.197537192638155
31/05/2017,SastaSundar,eCommerce,Kolkata,Rohto Pharmaceutical,Private Equity,15.424948470398375
31/05/2017,Magicpin,Consumer Internet,Gurgaon,"Lightspeed India Partners, Waterbridge Ventures",Private Equity,15.761420707019587
01/04/2017,Cashe,Consumer Internet,Mumbai,"Mathew Cyriac, Florintree Advisors,",Private Equity,15.150511624696614
03/04/2017,Eruditus,Education,Mumbai,Bertelsmann India,Private Equity,15.919644712234481
03/04/2017,TestBook,Consumer Internet,Mumbai,Matrix Partners India,Private Equity,0.0
03/04/2017,Healthcare at Home,Healthcare,Noida,Quadria Capital Advisors,Private Equity,17.50439001207821
03/04/2017,Tyre Express,Technology,Mumbai,Rohitash Gupta,Seed Funding,0.0
03/04/2017,SmartCoin,Consumer Internet,Bengaluru,Unicorn India Ventures & Others,Private Equity,0.0
04/04/2017,WayCool,Food & Beverage,Chennai,Aspada Investments,Private Equity,14.808762330974558
04/04/2017,Perfios,Technology,Bengaluru,Bessemer Venture Partners,Private Equity,15.623799329143539
04/04/2017,Whatfix,Technology,Bengaluru,"Stellaris Venture Partners, Helion Venture Partners, Powerhouse Ventures, Gokul Rajaram, Girish Mathrubootham, Aneesh Reddy, Vispi Daver",Private Equity,15.12113701601671
04/04/2017,ElastiRun,Technology,Pune,"Kalaari Capital, Norwest Venture Partners",Private Equity,15.761420707019587
04/04/2017,Trukky,Consumer Internet,Ahmedabad,"Keyur Joshi, Pavan Bakeri",Seed Funding,13.122363377404328
04/04/2017,Konsult App,Consumer Internet,New Delhi,"Koen Bouwers, Lomesh Agarwal, Jeroen Mensen, Pablo van den Bosch & Others",Seed Funding,13.122363377404328
05/04/2017,Credit Sudhaar,Consumer Internet,Mumbai,"Deepak Kulkarni, Sandeep Pangal",Seed Funding,0.0
05/04/2017,Fingerlix,Consumer Internet,Mumbai,Zephyr Peacock India,Private Equity,14.914122846632385
05/04/2017,DataWeave,Technology,Bengaluru,"FreakOut Group, Blume Ventures, Herb Madan, WaterBridge Ventures",Private Equity,0.0
06/04/2017,Medwell Ventures,Healthcare,Bengaluru,"Mahindra Partners, Eight Roads Ventures, F-Prime Capital Partners",Private Equity,16.860032995687696
06/04/2017,Mech Mocha,Consumer Internet,Bengaluru,"Accel Partners, Shunwei Capital",Private Equity,15.424948470398375
07/04/2017,Startup Buddy,Consumer Internet,Gurgaon,"YouWeCan Ventures,",Seed Funding,0.0
07/04/2017,QorQI,Healthcare,Noida,Paytm,Seed Funding,0.0
07/04/2017,Twenty Two Motors,Technology,Gurgaon,"Ishwar Singh,Farhaan Shabbir",Seed Funding,0.0
07/04/2017,PharmEasy,eCommerce,Mumbai,"Bessemer Venture Partners, Orios Venture Partners, Trifecta Capital,",Private Equity,16.70588231586044
08/04/2017,WonderChef,eCommerce,Mumbai,Labruyere Eberl\\xc3\\xa9,Private Equity,0.0
08/04/2017,FastFox,Consumer Internet,Gurgaon,"Lightspeed India Partners, Blume Ventures, CyberAgent Ventures, GrowX Ventures, IMJ Investment Partners",Private Equity,15.341566861459324
10/04/2017,Omnify,Technology,Bengaluru,"Rajan Anandan, L.D Sharma, Saurabh Arora",Seed Funding,11.918390573078392
10/04/2017,Capital Float,Consumer Internet,Bengaluru,Mahindra and Mahindra Financial Services,Private Equity,14.648419680899378
11/04/2017,Ninjacart,eCommerce,Bengaluru,"Accel Partners, Nandan Nilekani\\xe2\\x80\\x99s NRJN Trust, Mistletoe, Qualcomm Ventures, M&S Partners",Private Equity,15.520258650202699
11/04/2017,MergerWare,Technology,Bengaluru,Philippe Bouchet,Seed Funding,11.512925464970229
11/04/2017,Sports Flashes,Consumer Internet,New Delhi,"Sushil Kumar, Sandeep Singh",Seed Funding,0.0
12/04/2017,Clovia,eCommerce,New Delhi,"Ivycap Ventures Advisors, Singularity Ventures and Ravi Dhariwal",Private Equity,15.201804919084164
12/04/2017,Emiza,Logistics,Mumbai,"Mayfield, Nishant Rao, Dileep Nath",Private Equity,15.319587954740548
12/04/2017,HackerEarth,Consumer Internet,Bengaluru,"DHI Group Inc, Prime Venture Partners, Beenext, Beenos, Digital Garage, BizReach",Private Equity,15.319587954740548
12/04/2017,Squadrun,Technology,Noida,"Blume Ventures, Contrarian Capital, 91springboard, Emergent Ventures, Abstract Ventures, Anthill Ventures, Axilor Ventures",Private Equity,14.557447902693651
12/04/2017,Tinmen,Consumer Internet,Hyderabad,"MAPE Advisory Group, R Ramaraj, Corvus Ventures",Seed Funding,0.0
12/04/2017,ScoutMyTrip,Consumer Internet,Mumbai,Z Nation Lab,Seed Funding,0.0
13/04/2017,SafetyKart,eCommerce,Gurgaon,Redcliffe Capital,Private Equity,0.0
13/04/2017,WeAreHolidays,Consumer Internet,Gurgaon,"Urrshila Kerkar,",Private Equity,15.856730886823913
14/04/2017,Ola Cabs,Consumer Internet,Bengaluru,SIMI Pacific Pte,Private Equity,19.3761921889798
15/04/2017,Myly,Consumer Internet,Jaipur,mall Industries Development Bank of India (SIDBI),Seed Funding,12.644327576461329
17/04/2017,CrediHealth,Consumer Internet,Gurgaon,"Tolaram Inc, Mountain Pine Capital",Private Equity,14.22097566607244
17/04/2017,Navia Life Care,Technology,New Delhi,Benori Ventures LLP,Seed Funding,0.0
17/04/2017,Raw Pressery,Food & Beverages,Mumbai,Jacqueline Fernandez,Seed Funding,0.0
17/04/2017,Snackible,Food & Beverages,Mumbai,"Nibhrant Shah, Anandbir Singh, Anirudh Sheth, Pratik Singhi, Vikram Mehta, Murali Nair",Seed Funding,12.072541252905651
17/04/2017,Be U Salons,Consumer Internet,New Delhi,"Gaurav Kachru, Sundeep Singh Sahni, Jatin Aneja, Arun Malhotra",Seed Funding,13.337474757021274
17/04/2017,Simulanis,Consumer Internet,New Delhi,Village Capital,Seed Funding,0.0
17/04/2017,LendingKart,Consumer Internet,Ahmedabad,Anicut Capital,Private Equity,15.35237777756354
18/04/2017,Innefu Security Consulting,Technology,New Delhi,IndiaNivesh Venture Capital Fund,Private Equity,14.508657738524219
18/04/2017,Whodat,Technology,Bengaluru,Ideaspring Capital,Private Equity,13.304684934198283
18/04/2017,Absentia VR,Technology,Bengaluru,Exfinity Venture Partners,Private Equity,14.038654109278484
19/04/2017,IOTrek,Technology,New Delhi,Undisclosed Investor,Seed Funding,11.951180395901384
20/04/2017,HolaChef,Consumer Internet,Mumbai,"SIDBI Venture Capital Ltd, Kalaari Capital",Private Equity,14.914122846632385
20/04/2017,Wooplr,eCommerce,Bengaluru,Ankit Nagori,Private Equity,0.0
21/04/2017,Video Ken,Consumer Internet,Bengaluru,"Ravi Garikipati, Surot Chatterjee, Ashish Agrawal, LG Chandrasekhar, Sashi Reddi",Seed Funding,13.815510557964274
24/04/2017,Faasos,Food & Beverage,Pune,"Ligthbox Ventures II, Lightbox Expansion Fund, Sequoia Capital India, RuNet South Asia, RB Investments",Private Equity,15.65606019136176
24/04/2017,Oyo Rooms,Consumer Internet,Gurgaon,"SoftBank Vision Fund, Lightspeed Venture Partners, Sequoia Capital India Advisors, Greenoaks Capital Partners",Private Equity,19.33697147582652
24/04/2017,Toppr,Consumer Internet,Mumbai,WGG International,Private Equity,14.978661367769956
24/04/2017,Niramai,Healthcare,Bengaluru,"pi Ventures, Axilor Ventures, 500 Startups, Binny Bansal",Seed Funding,0.0
25/04/2017,The Office Pass,Consumer Internet,Gurgaon,"Arun Tadanki, Aditya Verma",Seed Funding,12.409013489526863
25/04/2017,UrbanClap,Consumer Internet,Gurgaon,Trifecta Capital,Private Equity,14.946912669455374
26/04/2017,Awfis,Consumer Internet,Mumbai,Sequoia India,Private Equity,16.811242831518264
26/04/2017,Myra,Consumer Internet,Bengaluru,"Times Internet,Matrix Partners",Private Equity,0.0
26/04/2017,Flytxt,Technology,Mumbai,DAH Beteiligungs GmbH,Private Equity,16.213405830762646
26/04/2017,Howdy Ventures,Consumer Internet,Chennai,S. Xavier Britto,Seed Funding,14.22097566607244
26/04/2017,StalkBuyLove,eCommerce,New Delhi,Trifecta Capital,Private Equity,13.815510557964274
26/04/2017,ZipGo,Consumer Internet,Bengaluru,"Orios Ventures Partners, Team Builder Ventures, Omidyar Networks",Private Equity,0.0
